term_str,n,num,stop,pos_max,p,s,i,h,wlen,df,idf,tfidf_n_sum,tfidf_jp_sum,tfidf_cp_sum,tfidf_l2_sum,tfidf_logn_sum,tfidf_sub_sum,tfidf_max_sum,tfidf_bool_sum
115,1,1,0,CD,4.914632827781436e-06,203474.0,17.634484932478763,8.666701855017724e-05,3,1,12.33622758948339,0.0,1.4166629919320792e-05,1.4166629919320792e-05,1.4923043416048957e-05,0.0,0.0,5.68867293825055e-06,1.5839104954013357e-05
117,4,1,0,CD,1.9658531311125745e-05,50868.5,15.634484932478761,0.0003073510115784574,3,3,10.751265088762233,1.9766710165874603e-05,2.3549364014402305e-05,2.3549364014402305e-05,3.0962328162083505e-05,2.1440986879803065e-05,2.246755498018131e-05,2.91077501328209e-05,2.377986176785341e-05
12,8,1,0,CD,3.931706262225149e-05,25434.25,14.634484932478761,0.0005753849605346634,2,6,9.751265088762233,4.2328210555093616e-05,4.0160528316205794e-05,4.0160528316205794e-05,5.212686895804035e-05,4.5753124644014125e-05,4.514689096110746e-05,4.881987812886524e-05,3.676104074593289e-05
120,1,1,0,CD,4.914632827781436e-06,203474.0,17.634484932478763,8.666701855017724e-05,3,1,12.33622758948339,0.0,4.3005410961540533e-05,4.3005410961540533e-05,2.8810582411182934e-05,0.0,0.0,1.1630175784867796e-05,4.436759570547058e-05
121,1,1,0,CD,4.914632827781436e-06,203474.0,17.634484932478763,8.666701855017724e-05,3,1,12.33622758948339,0.0,4.335227291291341e-06,4.335227291291341e-06,8.040581334426873e-06,0.0,0.0,3.7081719893781293e-06,4.467331557251942e-06
12c,1,1,0,JJ,4.914632827781436e-06,203474.0,17.634484932478763,8.666701855017724e-05,3,1,12.33622758948339,0.0,3.6798004494227107e-06,3.6798004494227107e-06,5.887723009264171e-06,0.0,0.0,1.727671040505714e-06,4.843749143555895e-06
13,5,1,0,CD,2.457316413890718e-05,40694.8,15.3125568375914,0.00037627797255647893,2,4,10.33622758948339,2.5358625334473134e-05,1.20769813285453e-05,1.20769813285453e-05,2.023437872877485e-05,2.8680255307405157e-05,2.882352724064868e-05,2.6020947285047697e-05,1.4914792882295469e-05
138,2,1,0,CD,9.829265655562873e-06,101737.0,16.634484932478763,0.0001635047714447916,3,1,12.33622758948339,7.950959111015504e-06,3.7846687441216933e-06,3.7846687441216933e-06,7.959920471888058e-06,5.903962438569465e-06,9.037346603094196e-06,3.1423145754145854e-06,2.3593930739498216e-06
14,2,1,0,CD,9.829265655562873e-06,101737.0,16.634484932478763,0.0001635047714447916,2,2,11.33622758948339,6.661916889097728e-06,1.6129301482129427e-05,1.6129301482129427e-05,1.983327896628834e-05,8.45658950400489e-06,7.572174768748579e-06,1.2754677149410554e-05,1.9365746716188796e-05
14000605,1,1,0,CD,4.914632827781436e-06,203474.0,17.634484932478763,8.666701855017724e-05,8,1,12.33622758948339,0.0,7.71584994935059e-06,7.71584994935059e-06,1.0137522838798377e-05,0.0,0.0,5.68867293825055e-06,9.39718768755528e-06
1435,1,1,0,JJ,4.914632827781436e-06,203474.0,17.634484932478763,8.666701855017724e-05,4,1,12.33622758948339,0.0,2.095404683533797e-07,2.095404683533797e-07,5.196354343206909e-07,0.0,0.0,1.304928559311879e-07,1.917959543278408e-07
1437,1,1,0,JJ,4.914632827781436e-06,203474.0,17.634484932478763,8.666701855017724e-05,4,1,12.33622758948339,0.0,2.095404683533797e-07,2.095404683533797e-07,5.196354343206909e-07,0.0,0.0,1.304928559311879e-07,1.917959543278408e-07
14th,3,1,0,CD,1.4743898483344309e-05,67824.66666666667,16.049522431757605,0.0002366325294399914,4,3,10.751265088762233,1.283729284665208e-05,5.381058526707383e-05,5.381058526707383e-05,4.822572383041576e-05,1.6295567440130293e-05,1.4591329584362441e-05,3.3250259448007256e-05,5.9001595547689695e-05
15,5,1,0,CD,2.457316413890718e-05,40694.8,15.3125568375914,0.00037627797255647893,2,5,10.014299494596028,2.432117806764474e-05,7.387034465854937e-06,7.387034465854937e-06,1.5013315400633675e-05,3.087312895008727e-05,2.764432729736492e-05,3.029126747093704e-05,9.894892007397075e-06
150,6,1,0,CD,2.9487796966688618e-05,33912.333333333336,15.049522431757605,0.00044377726191329424,3,2,11.33622758948339,3.588766888932419e-05,6.4490469024236805e-06,6.4490469024236805e-06,1.3999972371340914e-05,2.700606946045916e-05,3.3897643298045974e-05,1.2341050452705672e-05,3.4091078815358417e-06
1500,1,1,0,CD,4.914632827781436e-06,203474.0,17.634484932478763,8.666701855017724e-05,4,1,12.33622758948339,0.0,1.3000968389458447e-06,1.3000968389458447e-06,3.0403811615147117e-06,0.0,0.0,1.727671040505714e-06,1.687176471007027e-06
151000,1,1,0,CD,4.914632827781436e-06,203474.0,17.634484932478763,8.666701855017724e-05,6,1,12.33622758948339,0.0,5.059646432304035e-06,5.059646432304035e-06,7.986558342342287e-06,0.0,0.0,3.7081719893781293e-06,6.0711977945470256e-06
16,7,1,0,CD,3.4402429794470054e-05,29067.714285714286,14.827130010421158,0.0005100892992369939,2,4,10.33622758948339,3.86824591126686e-05,4.1842001294114233e-05,4.1842001294114233e-05,5.4594635765296724e-05,3.713684481141004e-05,4.0825140298022064e-05,4.492641372432048e-05,3.626290978037423e-05
16yearold,1,1,0,JJ,4.914632827781436e-06,203474.0,17.634484932478763,8.666701855017724e-05,9,1,12.33622758948339,0.0,4.711291872691376e-06,4.711291872691376e-06,7.5876939071368875e-06,0.0,0.0,3.7081719893781293e-06,5.650358257064358e-06
17,1,1,0,CD,4.914632827781436e-06,203474.0,17.634484932478763,8.666701855017724e-05,2,1,12.33622758948339,0.0,2.9346836186667946e-06,2.9346836186667946e-06,4.7661847370429465e-06,0.0,0.0,2.717921514941927e-06,4.380940635805132e-06
17a,1,1,0,JJ,4.914632827781436e-06,203474.0,17.634484932478763,8.666701855017724e-05,3,1,12.33622758948339,0.0,8.923215184371755e-06,8.923215184371755e-06,1.1503042892964476e-05,0.0,0.0,3.7081719893781293e-06,9.737177765507238e-06
17th,1,1,0,CD,4.914632827781436e-06,203474.0,17.634484932478763,8.666701855017724e-05,4,1,12.33622758948339,0.0,7.807110737853574e-07,7.807110737853574e-07,2.1410252282603626e-06,0.0,0.0,8.274433364728057e-07,8.883450949609141e-07
18,5,1,0,CD,2.457316413890718e-05,40694.8,15.3125568375914,0.00037627797255647893,2,4,10.33622758948339,2.5358625334473134e-05,1.811829056779984e-05,1.811829056779984e-05,2.7307851365115564e-05,2.8680255307405157e-05,2.882352724064868e-05,2.6583962743270548e-05,1.8536483475593965e-05
19,1,1,0,CD,4.914632827781436e-06,203474.0,17.634484932478763,8.666701855017724e-05,2,1,12.33622758948339,0.0,8.923215184371755e-06,8.923215184371755e-06,1.1216247640038286e-05,0.0,0.0,3.7081719893781293e-06,1.0100615435042085e-05
1918,1,1,0,CD,4.914632827781436e-06,203474.0,17.634484932478763,8.666701855017724e-05,4,1,12.33622758948339,0.0,2.870026797497965e-07,2.870026797497965e-07,8.135907262698514e-07,0.0,0.0,2.6382251307828824e-07,2.1417593579832532e-07
1941,1,1,0,CD,4.914632827781436e-06,203474.0,17.634484932478763,8.666701855017724e-05,4,1,12.33622758948339,0.0,3.218261172684439e-07,3.218261172684439e-07,7.218251265983769e-07,0.0,0.0,2.2249031936268132e-07,3.3896828219274657e-07
1943,1,1,0,CD,4.914632827781436e-06,203474.0,17.634484932478763,8.666701855017724e-05,4,1,12.33622758948339,0.0,4.1865226061294306e-07,4.1865226061294306e-07,1.0535088762995883e-06,0.0,0.0,2.422953288514105e-07,4.2303097882346494e-07
1945,4,1,0,CD,1.9658531311125745e-05,50868.5,15.634484932478761,0.0003073510115784574,4,3,10.751265088762233,1.9766710165874603e-05,5.277801308276357e-06,5.277801308276357e-06,1.0994619702092898e-05,2.1440986879803065e-05,2.246755498018131e-05,1.694219906094949e-05,5.958723989770681e-06
1950s,1,1,0,CD,4.914632827781436e-06,203474.0,17.634484932478763,8.666701855017724e-05,5,1,12.33622758948339,0.0,2.5252871132871445e-06,2.5252871132871445e-06,5.05323290884912e-06,0.0,0.0,1.727671040505714e-06,2.9173767901180375e-06
1952,1,1,0,CD,4.914632827781436e-06,203474.0,17.634484932478763,8.666701855017724e-05,4,1,12.33622758948339,0.0,9.584682019841553e-07,9.584682019841553e-07,1.8831300628199599e-06,0.0,0.0,6.612474526513431e-07,1.4887228308467728e-06
1953,1,1,0,CD,4.914632827781436e-06,203474.0,17.634484932478763,8.666701855017724e-05,4,1,12.33622758948339,0.0,9.584682019841553e-07,9.584682019841553e-07,1.8831300628199599e-06,0.0,0.0,6.612474526513431e-07,1.4887228308467728e-06
1972,2,1,0,CD,9.829265655562873e-06,101737.0,16.634484932478763,0.0001635047714447916,4,2,11.33622758948339,6.661916889097728e-06,1.4888565513381041e-05,1.4888565513381041e-05,1.7143532205894936e-05,8.45658950400489e-06,7.572174768748579e-06,1.7779342325903745e-05,1.542437657065335e-05
1984,1,1,0,CD,4.914632827781436e-06,203474.0,17.634484932478763,8.666701855017724e-05,4,1,12.33622758948339,0.0,2.870026797497965e-07,2.870026797497965e-07,8.135907262698514e-07,0.0,0.0,2.6382251307828824e-07,2.1417593579832532e-07
1989,1,1,0,CD,4.914632827781436e-06,203474.0,17.634484932478763,8.666701855017724e-05,4,1,12.33622758948339,0.0,8.158550535525017e-06,8.158550535525017e-06,1.1654441131338083e-05,0.0,0.0,5.68867293825055e-06,8.497213951800106e-06
1991,4,1,0,CD,1.9658531311125745e-05,50868.5,15.634484932478761,0.0003073510115784574,4,2,11.33622758948339,2.1274792889210956e-05,3.213592157063134e-05,3.213592157063134e-05,3.836989085161682e-05,1.7731329482232025e-05,2.0734909033397274e-05,2.822431560617305e-05,2.65578812827746e-05
2,27,1,0,CD,0.00013269508635009879,7536.074074074074,12.879597430315293,0.0017090592931701982,1,22,7.876795970846092,0.000129121595716992,0.00022700215220535343,0.00022700215220535343,0.00019795529397569983,0.00014943761447056212,0.00014436931326117014,0.0001775717156525225,0.00024056540287624426
20,10,1,0,CD,4.914632827781436e-05,20347.4,14.3125568375914,0.0007034096168351435,2,8,9.33622758948339,5.22229986703729e-05,1.9138800602065602e-05,1.9138800602065602e-05,3.304474715788431e-05,5.9951022578747224e-05,5.935854191266346e-05,5.017794673941113e-05,2.3342048682461675e-05
200,3,1,0,CD,1.4743898483344309e-05,67824.66666666667,16.049522431757605,0.0002366325294399914,3,3,10.751265088762233,1.283729284665208e-05,7.97723000181083e-06,7.97723000181083e-06,1.368115235993336e-05,1.6295567440130293e-05,1.4591329584362441e-05,1.7888454070857837e-05,1.1164130296916116e-05
200000,1,1,0,CD,4.914632827781436e-06,203474.0,17.634484932478763,8.666701855017724e-05,6,1,12.33622758948339,0.0,1.4484034484542212e-06,1.4484034484542212e-06,3.019350902155142e-06,0.0,0.0,9.354706609567607e-07,1.7474109336363072e-06
2003,1,1,0,CD,4.914632827781436e-06,203474.0,17.634484932478763,8.666701855017724e-05,4,1,12.33622758948339,0.0,3.3521454567365903e-07,3.3521454567365903e-07,8.726190553485576e-07,0.0,0.0,3.4132037629503505e-07,5.204592924917e-07
201,2,1,0,CD,9.829265655562873e-06,101737.0,16.634484932478763,0.0001635047714447916,3,1,12.33622758948339,7.950959111015504e-06,1.263265220430911e-05,1.263265220430911e-05,1.929878489732532e-05,5.903962438569465e-06,9.037346603094196e-06,1.1630175784867796e-05,7.102254661379592e-06
2014,2,1,0,CD,9.829265655562873e-06,101737.0,16.634484932478763,0.0001635047714447916,4,2,11.33622758948339,6.661916889097728e-06,1.1242965181456173e-05,1.1242965181456173e-05,1.6551826692636538e-05,8.45658950400489e-06,7.572174768748579e-06,1.366465588216129e-05,1.3484583118586496e-05
21,1,1,0,CD,4.914632827781436e-06,203474.0,17.634484932478763,8.666701855017724e-05,2,1,12.33622758948339,0.0,1.105119223068802e-06,1.105119223068802e-06,2.4626453379661787e-06,0.0,0.0,8.274433364728057e-07,1.3484429850192135e-06
210,1,1,0,CD,4.914632827781436e-06,203474.0,17.634484932478763,8.666701855017724e-05,3,1,12.33622758948339,0.0,4.335227291291341e-06,4.335227291291341e-06,8.040581334426873e-06,0.0,0.0,3.7081719893781293e-06,4.467331557251942e-06
21st,2,1,0,CD,9.829265655562873e-06,101737.0,16.634484932478763,0.0001635047714447916,4,2,11.33622758948339,6.661916889097728e-06,1.2966674602691857e-06,1.2966674602691857e-06,2.823178950570332e-06,8.45658950400489e-06,7.572174768748579e-06,7.443852993615321e-06,2.233519341604751e-06
22,64,1,0,CD,0.0003145365009780119,3179.28125,11.634484932478761,0.003659470181343271,2,43,6.909962834781291,0.00027708052395828726,0.001239548038238102,0.001239548038238102,0.0006428396481677372,0.00028441894479853144,0.0002798935680896358,0.0003764315966478285,0.0011911644206351786
22s,4,1,0,CD,1.9658531311125745e-05,50868.5,15.634484932478761,0.0003073510115784574,3,4,10.33622758948339,1.869670844537541e-05,3.0101700053035755e-05,3.0101700053035755e-05,3.891155690388652e-05,2.3733467563570175e-05,2.125135247190011e-05,3.496992983153732e-05,3.472879037781598e-05
23,3,1,0,CD,1.4743898483344309e-05,67824.66666666667,16.049522431757605,0.0002366325294399914,2,3,10.751265088762233,1.283729284665208e-05,1.0135729753939972e-05,1.0135729753939972e-05,1.5243414818667552e-05,1.6295567440130293e-05,1.4591329584362441e-05,1.6766524464661524e-05,1.2620404919025328e-05
231,1,1,0,CD,4.914632827781436e-06,203474.0,17.634484932478763,8.666701855017724e-05,3,1,12.33622758948339,0.0,0.00015115083986986456,0.00015115083986986456,5.4495352873903016e-05,0.0,0.0,1.1630175784867796e-05,0.0001572928715966554
2319,6,1,0,JJ,2.9487796966688618e-05,33912.333333333336,15.049522431757605,0.00044377726191329424,4,4,10.33622758948339,3.202054222357086e-05,0.000162706742258384,0.000162706742258384,0.00010251818454611904,3.362704305124013e-05,3.6395702009397255e-05,5.222783524569478e-05,0.00012514371159939674
24,2,1,0,CD,9.829265655562873e-06,101737.0,16.634484932478763,0.0001635047714447916,2,2,11.33622758948339,6.661916889097728e-06,1.0094468928525531e-06,1.0094468928525531e-06,2.632075573324914e-06,8.45658950400489e-06,7.572174768748579e-06,7.601597582804963e-06,1.5264359942378354e-06
247,1,1,0,CD,4.914632827781436e-06,203474.0,17.634484932478763,8.666701855017724e-05,3,1,12.33622758948339,0.0,7.054900341074648e-07,7.054900341074648e-07,2.1136586816762242e-06,0.0,0.0,1.067504057548253e-06,7.323920115952778e-07
250,1,1,0,CD,4.914632827781436e-06,203474.0,17.634484932478763,8.666701855017724e-05,3,1,12.33622758948339,0.0,1.0188867016945665e-05,1.0188867016945665e-05,1.0948791112499516e-05,0.0,0.0,2.717921514941927e-06,1.2372100869634878e-05
25th,1,1,0,CD,4.914632827781436e-06,203474.0,17.634484932478763,8.666701855017724e-05,4,1,12.33622758948339,0.0,2.095404683533797e-07,2.095404683533797e-07,5.196354343206909e-07,0.0,0.0,1.304928559311879e-07,1.917959543278408e-07
26,1,1,0,CD,4.914632827781436e-06,203474.0,17.634484932478763,8.666701855017724e-05,2,1,12.33622758948339,0.0,4.335227291291341e-06,4.335227291291341e-06,6.499698108529512e-06,0.0,0.0,2.1237712302802014e-06,5.7847931093157726e-06
2600,1,1,0,CD,4.914632827781436e-06,203474.0,17.634484932478763,8.666701855017724e-05,4,1,12.33622758948339,0.0,1.2912769874006896e-05,1.2912769874006896e-05,1.4923043416048957e-05,0.0,0.0,5.68867293825055e-06,1.3569793189692897e-05
27,1,1,0,NN,4.914632827781436e-06,203474.0,17.634484932478763,8.666701855017724e-05,2,1,12.33622758948339,0.0,4.4016205483177056e-07,4.4016205483177056e-07,1.1776365638934727e-06,0.0,0.0,3.4132037629503505e-07,4.5221063667647405e-07
27th,1,1,0,CD,4.914632827781436e-06,203474.0,17.634484932478763,8.666701855017724e-05,4,1,12.33622758948339,0.0,1.8796844752764708e-06,1.8796844752764708e-06,3.6247393068110792e-06,0.0,0.0,1.2325458032876237e-06,2.328087056871081e-06
28,1,1,0,CD,4.914632827781436e-06,203474.0,17.634484932478763,8.666701855017724e-05,2,1,12.33622758948339,0.0,4.879564837927999e-06,4.879564837927999e-06,8.095626860512952e-06,0.0,0.0,3.7081719893781293e-06,5.397304417532291e-06
29,1,1,0,CD,4.914632827781436e-06,203474.0,17.634484932478763,8.666701855017724e-05,2,1,12.33622758948339,0.0,1.8672689457167634e-05,1.8672689457167634e-05,1.7709085624773645e-05,0.0,0.0,5.68867293825055e-06,2.027687018201782e-05
29t,1,1,0,JJ,4.914632827781436e-06,203474.0,17.634484932478763,8.666701855017724e-05,3,1,12.33622758948339,0.0,1.1859527435943219e-05,1.1859527435943219e-05,1.3806772592331805e-05,0.0,0.0,5.68867293825055e-06,1.294491024009741e-05
29thd03,4,1,0,JJ,1.9658531311125745e-05,50868.5,15.634484932478761,0.0003073510115784574,7,4,10.33622758948339,1.869670844537541e-05,1.7989375675108362e-05,1.7989375675108362e-05,2.5318112806343673e-05,2.3733467563570175e-05,2.125135247190011e-05,2.9438549891102222e-05,2.2814362780448482e-05
2lug,1,1,0,JJ,4.914632827781436e-06,203474.0,17.634484932478763,8.666701855017724e-05,4,1,12.33622758948339,0.0,2.364271218673188e-07,2.364271218673188e-07,6.47801269617055e-07,0.0,0.0,3.130275055968428e-07,3.3486222847620754e-07
3,18,1,0,CD,8.846339090006585e-05,11304.111111111111,13.46455993103645,0.0011911206284766411,1,17,8.24876474823305,8.774609524123842e-05,0.00012377024651396407,0.00012377024651396407,0.0001312281712526452,0.0001085832874262122,9.973537339219244e-05,0.0001374049259769229,0.00012902674125924826
30,7,1,0,CD,3.4402429794470054e-05,29067.714285714286,14.827130010421158,0.0005100892992369939,2,7,9.528872667425786,3.503995807354975e-05,2.9467047345428563e-05,2.9467047345428563e-05,3.8479520107412774e-05,4.4479471389155194e-05,3.982767885572898e-05,4.777049595681669e-05,3.512846917250268e-05
300,1,1,0,CD,4.914632827781436e-06,203474.0,17.634484932478763,8.666701855017724e-05,3,1,12.33622758948339,0.0,2.2706327394051547e-06,2.2706327394051547e-06,4.374239384992215e-06,0.0,0.0,1.727671040505714e-06,2.96166121203614e-06
3000,5,1,0,CD,2.457316413890718e-05,40694.8,15.3125568375914,0.00037627797255647893,4,4,10.33622758948339,2.5358625334473134e-05,1.360436752354088e-05,1.360436752354088e-05,2.1530659176531568e-05,2.8680255307405157e-05,2.882352724064868e-05,2.7060521338558873e-05,1.351082790800934e-05
31174,1,1,0,CD,4.914632827781436e-06,203474.0,17.634484932478763,8.666701855017724e-05,5,1,12.33622758948339,0.0,1.5684460500490257e-05,1.5684460500490257e-05,1.3806772592331805e-05,0.0,0.0,5.68867293825055e-06,2.1782540527233615e-05
319,1,1,0,CD,4.914632827781436e-06,203474.0,17.634484932478763,8.666701855017724e-05,3,1,12.33622758948339,0.0,2.189232954205346e-06,2.189232954205346e-06,3.6116625321725877e-06,0.0,0.0,8.274433364728057e-07,2.7501906579327987e-06
32,1,1,0,JJ,4.914632827781436e-06,203474.0,17.634484932478763,8.666701855017724e-05,2,1,12.33622758948339,0.0,8.653333543602318e-06,8.653333543602318e-06,9.743878586304298e-06,0.0,0.0,2.717921514941927e-06,1.1358668906508864e-05
32000,1,1,0,CD,4.914632827781436e-06,203474.0,17.634484932478763,8.666701855017724e-05,5,1,12.33622758948339,0.0,1.7525850998222323e-06,1.7525850998222323e-06,3.6051686349873212e-06,0.0,0.0,1.727671040505714e-06,2.491139229156207e-06
3224,1,1,0,CD,4.914632827781436e-06,203474.0,17.634484932478763,8.666701855017724e-05,4,1,12.33622758948339,0.0,0.00010068297304597998,0.00010068297304597998,4.436974415122053e-05,0.0,0.0,1.1630175784867796e-05,0.00010459440951410246
32557,1,1,0,CD,4.914632827781436e-06,203474.0,17.634484932478763,8.666701855017724e-05,5,1,12.33622758948339,0.0,3.8952832467493855e-06,3.8952832467493855e-06,5.934833081918353e-06,0.0,0.0,2.1237712302802014e-06,5.521300798903002e-06
328,1,1,0,CD,4.914632827781436e-06,203474.0,17.634484932478763,8.666701855017724e-05,3,1,12.33622758948339,0.0,2.498117281015319e-05,2.498117281015319e-05,2.184284807571475e-05,0.0,0.0,1.1630175784867796e-05,2.5546716390273105e-05
33,3,1,0,CD,1.4743898483344309e-05,67824.66666666667,16.049522431757605,0.0002366325294399914,2,3,10.751265088762233,1.283729284665208e-05,7.510474523975991e-05,7.510474523975991e-05,4.6169891259717034e-05,1.6295567440130293e-05,1.4591329584362441e-05,2.850363419102288e-05,7.93633584162526e-05
34,1,1,0,CD,4.914632827781436e-06,203474.0,17.634484932478763,8.666701855017724e-05,2,1,12.33622758948339,0.0,6.4762883080622e-06,6.4762883080622e-06,8.577056915245779e-06,0.0,0.0,2.1237712302802014e-06,7.518295151505005e-06
